filename,title,url,filter_reason,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__cardio-conditioning-workouts-fat-burning__d4368bf6f1.html,"Cardio Conditioning Workouts: More Fat Burning, Same Gym Time | Muscle & Strength",https://www.muscleandstrength.com/workouts/cardio-conditioning-workouts-fat-burning,"Strict review #08: Add-on conditioning samples (raw type 'Cardio'), not a standalone program",fully equipped gym,fat loss,split,both,intermediate,3
workouts__chest-size-bench-press-strength-workout__6a557130c0.html,10 Week Chest Size & Bench Press Strength Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/chest-size-bench-press-strength-workout,Strict review #19: Duplicate chest (bench-focus),fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__chiseled-chest-workout-6-routines-for-growth__5dc7c42e67.html,Chiseled Chest Workout: 6 Routines for Muscle Growth | Muscle & Strength,https://www.muscleandstrength.com/workouts/chiseled-chest-workout-6-routines-for-growth,Strict review #19: Duplicate chest collection,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__command-arms-grow-2-day-workout__a053c52787.html,Command Your Arms To Grow! 2 Day Arm Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/command-arms-grow-2-day-workout,Strict review #20: Duplicate arm specialization (arms already covered),fully equipped gym,muscle building,single muscle group,both,beginner,2
workouts__complete-hotel-gym-workout-program__f37aab65c0.html,Workouts for the Road: A Complete Hotel Gym Workout Program,https://www.muscleandstrength.com/workouts/complete-hotel-gym-workout-program,Strict review #38: Travel/hotel niche in fully-equipped-gym slot,fully equipped gym,muscle building,split,both,intermediate,6
workouts__cory-gregory-arm-workouts__70698cdbbd.html,Cory Gregory’s 4 Intense Arm Bursting Workouts | Muscle & Strength,https://www.muscleandstrength.com/workouts/cory-gregory-arm-workouts,Strict review #19: Duplicate arms collection,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__cut-like-cutler-cycle-1__ab9f9ba409.html,Cut Like Cutler Trainer - Cycle 1 Workouts,https://www.muscleandstrength.com/workouts/cut-like-cutler-cycle-1,Strict review #34: Celebrity-trainer series cycle — novelty,fully equipped gym,muscle building,split,both,beginner,5
workouts__daves-upper-lower-split.html__f492051820.html,Dave's Upper/ Lower Split (DULS) | Muscle & Strength,https://www.muscleandstrength.com/workouts/daves-upper-lower-split.html,Strict review #36: Forum duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__daves-vif-mass-building-program.html__445a88529f.html,Dave's V.I.F Mass Building Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/daves-vif-mass-building-program.html,Strict review #36: Forum duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__david-schachterle-30-min-shoulder-workout__d7af6b971a.html,30 Minute Big Shoulder Workout with David Schachterle | Muscle & Strength,https://www.muscleandstrength.com/workouts/david-schachterle-30-min-shoulder-workout,Strict review #21: Duplicate shoulders,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__deltoid-destruction-workout__5e34090590.html,Deltoid Destruction: High Volume & Instensity Shoulder Workout,https://www.muscleandstrength.com/workouts/deltoid-destruction-workout,Strict review #18: Duplicate shoulder workout,fully equipped gym,muscle building,single muscle group,both,advanced,1
workouts__deltoid-doomsday__85481b7ca0.html,Deltoid Doomsday: An Epic Workout for Meteorite Boulder Shoulders,https://www.muscleandstrength.com/workouts/deltoid-doomsday,Strict review #67: Duplicate shoulders,home / small gym,muscle building,single muscle group,both,intermediate,1
workouts__density-training-fat-loss-cardio__de207f70e8.html,Density Training For Fat Loss: No Cardio Required | Muscle & Strength,https://www.muscleandstrength.com/workouts/density-training-fat-loss-cardio,Strict review #56: 2-sessions/week density article — day-count mismatch,home / small gym,fat loss,split,both,beginner,4
workouts__dice-cards-bodyweight-conditioning-workout__1208ae867f.html,Dice And Cards Bodyweight And Conditioning Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dice-cards-bodyweight-conditioning-workout,Strict review #02: Gimmick format (dice & cards randomized workout) — confusing choice,body weight,general fitness,full body,both,beginner,3
workouts__double-down-training-back-off-set__164397124a.html,Double Down Training: Back-Off Set Muscle Building | Muscle & Strength,https://www.muscleandstrength.com/workouts/double-down-training-back-off-set,Strict review #36: Method duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__double-split-muscle-building-specialization-workout__e8a2e56030.html,Double Split Training: 3 Month Muscle Building Specialization Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/double-split-muscle-building-specialization-workout,Strict review #37: 10-sessions/week retro program — extreme niche,fully equipped gym,muscle building,split,both,intermediate,5
workouts__dougs-4-day-split-workout.html__60ad88c144.html,Doug's 4 Day Split Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dougs-4-day-split-workout.html,Strict review #36: Forum staple but duplicate of kept options,fully equipped gym,muscle building,split,both,intermediate,4
workouts__dougs-mass-building-routine-for-ectomorphs.html__e87ee570a8.html,Doug's Mass Building Routine for Ectomorphs | Muscle & Strength,https://www.muscleandstrength.com/workouts/dougs-mass-building-routine-for-ectomorphs.html,"Strict review #36: Body-type niche framing, same training",fully equipped gym,muscle building,split,both,intermediate,4
workouts__drop-5-system-4-day-workout__66ec3e096d.html,Drop 5 System: 4 Day Mass Building Workout Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/drop-5-system-4-day-workout,Strict review #36: Method duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__dumbbell-bodyweight-hitt-workout-calorie-burner__94198ce228.html,Dumbbell & Bodyweight HIIT Workout: A Real Calorie Burner | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-bodyweight-hitt-workout-calorie-burner,"Strict review #55: Partner-based single cardio workout, not a program",home / small gym,fat loss,split,both,beginner,3
workouts__dumbbell-only-bench-press-workout__fd95d0f472.html,Dumbbell Only Workout: Increase Your Bench Press in 8 Weeks | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-only-bench-press-workout,Strict review #72: Bench-press specialization — goal mismatch,home / small gym,muscle building,split,both,beginner,5
workouts__dup-muscle-growth-workout__b2460a20d4.html,Daily Undulating Periodization (DUP) Muscle Growth Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dup-muscle-growth-workout,Strict review #49: Method duplicate,fully equipped gym,strength,split,both,intermediate,4
workouts__elite-shoulders-3-week-shoulder-workout__e51fff6696.html,Elite Shoulders: 3 Week Shoulder Shocker Workout,https://www.muscleandstrength.com/workouts/elite-shoulders-3-week-shoulder-workout,Strict review #18: Duplicate shoulder workout (same coach),fully equipped gym,muscle building,single muscle group,both,advanced,1
workouts__every-angle-chest-workout__9327513096.html,Every Angle Chest Workout By MusclePharm | Muscle & Strength,https://www.muscleandstrength.com/workouts/every-angle-chest-workout,Strict review #19: Duplicate chest,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__evolving-push-day-workout__bbe607f7af.html,The Evolving Push Day Workout w/ John Jewett,https://www.muscleandstrength.com/workouts/evolving-push-day-workout,Strict review #22: Push-day (multi-muscle) — doesn't fit single-muscle-group slot,fully equipped gym,muscle building,single muscle group,both,intermediate,2
workouts__ex-hardgainer-workout-eating-plan.html__25985f387b.html,The Ex-Hardgainer Workout And Eating Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/ex-hardgainer-workout-eating-plan.html,Strict review #61: Body-type niche framing,home / small gym,muscle building,full body,both,beginner,3
workouts__fast-4-beach-body-workout-college-student__0d76180d76.html,Fast 4: A Beach Body Workout Program For The College Student | Muscle & Strength,https://www.muscleandstrength.com/workouts/fast-4-beach-body-workout-college-student,Strict review #33: College-themed duplicate,fully equipped gym,muscle building,split,both,beginner,4
workouts__fast-furious-21-day-shredding-workout-diet__53cfec574e.html,Fast & Furious: 21 Day Shredding Workout Cycle And Diet | Muscle & Strength,https://www.muscleandstrength.com/workouts/fast-furious-21-day-shredding-workout-diet,"Strict review #09: 21-day crash cycle, diet-centric duplicate",fully equipped gym,fat loss,split,both,intermediate,4
workouts__fast-mass-program__0917d1cd99.html,Fast Mass Program: The 4 Day Superset Split Workout,https://www.muscleandstrength.com/workouts/fast-mass-program,Strict review #36: Superset duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__fast-shred-program__e53af2381e.html,Fast Shred Program: 4 Day Compound Set Workout Split,https://www.muscleandstrength.com/workouts/fast-shred-program,Strict review #09: Duplicate concept of kept shred cycle,fully equipped gym,fat loss,split,both,intermediate,4
workouts__field-manual-training-guide-limited-equipment__5c8518e064.html,Field Manual: A Training Guide For Those With Little Time & Equipment | Muscle & Strength,https://www.muscleandstrength.com/workouts/field-manual-training-guide-limited-equipment,Strict review #71: Duplicate limited-equipment superset plan,home / small gym,muscle building,split,both,beginner,4
workouts__fight-to-be-fit-workout__0bd6d1f535.html,Fight to be Fit Training Program,https://www.muscleandstrength.com/workouts/fight-to-be-fit-workout,Strict review #57: Fight/kickbox themed niche,home / small gym,general fitness,full body,both,beginner,3
workouts__finishing-strong-ultimate-8-week-workout-for-advanced-lifters__f6eeafa84f.html,The Ultimate 8 Week Workout for Advanced Lifters,https://www.muscleandstrength.com/workouts/finishing-strong-ultimate-8-week-workout-for-advanced-lifters,Strict review #31: Generic advanced duplicate,fully equipped gym,muscle building,split,both,advanced,6
workouts__francisca-dennis-kickbox-your-way-to-fit__14e00de85b.html,Kickbox Your Way To Fit With Francisca Dennis | Muscle & Strength,https://www.muscleandstrength.com/workouts/francisca-dennis-kickbox-your-way-to-fit,Strict review #59: Kickboxing niche (mitts required),home / small gym,general fitness,full body,women,beginner,3
workouts__freshman-15-of-muscle-workout__549a38c769.html,The Freshman 15 of Muscle Workout Program,https://www.muscleandstrength.com/workouts/freshman-15-of-muscle-workout,Strict review #33: College-themed duplicate,fully equipped gym,muscle building,split,both,beginner,4
workouts__frog-plank-roll-ab-workout__12cbbc0eb9.html,"Frog, Plank And Roll Ab Workout | Muscle & Strength",https://www.muscleandstrength.com/workouts/frog-plank-roll-ab-workout,Strict review #70: Single ab circuit — mismatch for a 3-day split slot,home / small gym,muscle building,split,both,beginner,3
workouts__full-body-shock-workout__c7e7be8fc8.html,Full Body Shock: An Intense Full Body Workout,https://www.muscleandstrength.com/workouts/full-body-shock-workout,Strict review #15: Generic intermediate full body duplicate,fully equipped gym,muscle building,full body,both,intermediate,3
workouts__full-body-workout-program-for-tall-guys__bb3df565bc.html,Full Body Workout Program for Tall Guys,https://www.muscleandstrength.com/workouts/full-body-workout-program-for-tall-guys,Strict review #14: Tall-guys variant — niche,fully equipped gym,muscle building,full body,both,beginner,3
workouts__fullbody-dumbbell-strength-workout-women__c5855a6a1f.html,Full Body Dumbbell Strength Workout For Women | Muscle & Strength,https://www.muscleandstrength.com/workouts/fullbody-dumbbell-strength-workout-women,Strict review #58: Duplicate dumbbell circuit for women,home / small gym,general fitness,full body,women,beginner,1
workouts__gain-mass-fast-20-week-program__f421b95a48.html,How To Gain Mass Fast: 20 Week Quick Start Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/gain-mass-fast-20-week-program,"Strict review #14: Generic staged mass program, duplicate concept",fully equipped gym,muscle building,full body,both,beginner,3
workouts__get-diced-12-week-fat-loss-routine__9371c1d080.html,Get Diced: 12 Week Fat Loss Workout Routine,https://www.muscleandstrength.com/workouts/get-diced-12-week-fat-loss-routine,Strict review #11: Dice-roll gimmick programming,fully equipped gym,fat loss,split,both,intermediate,6
workouts__gordon-lavelles-short-intense-bodybuilding-training-system.html__8c691bb274.html,Gordon LaVelle's Short And Intense Bodybuilding Training System | Muscle & Strength,https://www.muscleandstrength.com/workouts/gordon-lavelles-short-intense-bodybuilding-training-system.html,Strict review #33: Generic system duplicate,fully equipped gym,muscle building,split,both,beginner,4
workouts__great-glutes-3-butt-workouts__b5a11573fc.html,How To Develop Great Glutes: 3 Butt Workouts | Muscle & Strength,https://www.muscleandstrength.com/workouts/great-glutes-3-butt-workouts,Strict review #19: 3-level glute collection — overlaps glute pick,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__growing-strong-8-week-workout-for-intermediates__d358976e5c.html,Growing Strong: The Ultimate 8 Week Workout for Intermediates,https://www.muscleandstrength.com/workouts/growing-strong-8-week-workout-for-intermediates,Strict review #36: Generic duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__growing-wings-a-julie-michaelson-back-workout.html__db97d88daa.html,Growing Wings: A Julie Michaelson Back Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/growing-wings-a-julie-michaelson-back-workout.html,Strict review #19: Duplicate back,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__high-intensity-chest-blaster.html__426931de2a.html,High Intensity Chest Blaster | Muscle & Strength,https://www.muscleandstrength.com/workouts/high-intensity-chest-blaster.html,Strict review #21: Duplicate chest,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__high-intensity-shoulder-blaster.html__5158f51ff3.html,High Intensity Shoulder Blaster Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/high-intensity-shoulder-blaster.html,Strict review #21: Duplicate shoulders,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__himl-4-maximum-muscle-building-workout-system.html__cde78528f5.html,HIML-4 Maximum Muscle Building Workout System | Muscle & Strength,https://www.muscleandstrength.com/workouts/himl-4-maximum-muscle-building-workout-system.html,Strict review #42: Cycling-method duplicate,fully equipped gym,muscle building,split,men,intermediate,4
workouts__hit-mass-3-day-split__3c09d35394.html,HIT MASS Program: 3 Day High Intensity Training Split,https://www.muscleandstrength.com/workouts/hit-mass-3-day-split,Strict review #32: Method-specific HIT variant — duplicate concept,fully equipped gym,muscle building,split,both,beginner,3
workouts__hit-mass-4-5-day-splits__219bc68f78.html,HIT MASS: 4 & 5 Day High Intensity Training Splits,https://www.muscleandstrength.com/workouts/hit-mass-4-5-day-splits,Strict review #37: HIT variant duplicate,fully equipped gym,muscle building,split,both,intermediate,5
workouts__how-to-build-dramatic-v-taper__bab2a683d5.html,"How to Develop a Dramatic V Taper: Tips, Tricks, and Results",https://www.muscleandstrength.com/workouts/how-to-build-dramatic-v-taper,"Strict review #34: Tips article, not a clean program",fully equipped gym,muscle building,split,both,beginner,5
workouts__huge-in-a-hurry-workout-program__7493bace6d.html,Huge in a Hurry Workout Program,https://www.muscleandstrength.com/workouts/huge-in-a-hurry-workout-program,Strict review #41: Duplicate 3-day muscle program,fully equipped gym,muscle building,split,men,intermediate,3
workouts__intense-chest-workout-for-women.html__a7b5b3bc7f.html,Intense Chest Workout For Women | Muscle & Strength,https://www.muscleandstrength.com/workouts/intense-chest-workout-for-women.html,Strict review #21: Women-specific chest in 'both' slot; duplicate chest,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__intense-super-shred-40-minute-fat-blast__0aba7dae89.html,Intense Super Shred: 40 Minute Fat Blast Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/intense-super-shred-40-minute-fat-blast,Strict review #56: Duplicate time-efficient shred,home / small gym,fat loss,split,both,beginner,4
workouts__intermediate-muscle-building-workout.html__b169d3bbb8.html,Intermediate Muscle Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/intermediate-muscle-building-workout.html,Strict review #37: Generic duplicate,fully equipped gym,muscle building,split,both,intermediate,5
workouts__joe-ohrablo-non-linear-periodization.html__3d9281fc7f.html,Joe Ohrablo's Non-Linear Periodization | Muscle & Strength,https://www.muscleandstrength.com/workouts/joe-ohrablo-non-linear-periodization.html,Strict review #37: Periodization method duplicate,fully equipped gym,muscle building,split,both,intermediate,5
workouts__john-meadows-back-workout__95d0ee9ca0.html,"John Meadows: His Journey to the Arnold, Brand, & Back Workout",https://www.muscleandstrength.com/workouts/john-meadows-back-workout,"Strict review #21: Athlete-profile article, not a clean program",fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__kettlebell-cardio-complex-smoke-fat-conditioning__8d7a3531d4.html,Kettlebell Cardio Complex To Smoke Fat And Improve Conditioning | Muscle & Strength,https://www.muscleandstrength.com/workouts/kettlebell-cardio-complex-smoke-fat-conditioning,"Strict review #51: Single complex, duplicate kettlebell option",home / small gym,fat loss,full body,both,beginner,3
workouts__legs-on-blast-workout__7a1b13045d.html,Legs On Blast Workout By MusclePharm | Muscle & Strength,https://www.muscleandstrength.com/workouts/legs-on-blast-workout,Strict review #19: Duplicate legs,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__livin-lean-8-week-workout__323355ebca.html,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,https://www.muscleandstrength.com/workouts/livin-lean-8-week-workout,Strict review #07: Duplicate: generic 8-week beginner fat-loss program,fully equipped gym,fat loss,split,both,beginner,4
workouts__lohilo-muscle-building-system__58b19112eb.html,The LOHILO Muscle Building System | Muscle & Strength,https://www.muscleandstrength.com/workouts/lohilo-muscle-building-system,Strict review #38: Method duplicate,fully equipped gym,muscle building,split,both,intermediate,6
workouts__lsl-leg-day-workout__8b1cadbc4f.html,LSL Leg Day Workout: Your Toughest Leg Day Ever!,https://www.muscleandstrength.com/workouts/lsl-leg-day-workout,Strict review #21: Duplicate legs,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__m-f-workout-routine__bfeba33fa9.html,M-F Workout Routine: 5 Day Body Part Split Workout,https://www.muscleandstrength.com/workouts/m-f-workout-routine,Strict review #37: Same bro-split concept as kept option,fully equipped gym,muscle building,split,both,intermediate,5
workouts__massive-bench-press-16-week-block-training__b0607301c7.html,Massive Bench Press 16 Week Block Training Cycle | Muscle & Strength,https://www.muscleandstrength.com/workouts/massive-bench-press-16-week-block-training,Strict review #77: Single-lift (bench) block cycle — specialization overlap,home / small gym,strength,split,both,intermediate,4
workouts__matt-kroc-16-week-strength-program-diet__d37404f6fc.html,Matt Kroc's 16 Week Strength Program & Lean Gain Diet Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/matt-kroc-16-week-strength-program-diet,Strict review #48: Celebrity-branded general strength duplicate,fully equipped gym,strength,split,both,beginner,4
workouts__maul-workout__9de6468247.html,Max Adaptation Upper Lower (MAUL) Workout,https://www.muscleandstrength.com/workouts/maul-workout,Strict review #34: Intermediate-flavored duplicate,fully equipped gym,muscle building,split,both,beginner,5
workouts__maximum-strength-workout.html__f72eba077a.html,Doug's 4 Day Split Maximum Strength Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/maximum-strength-workout.html,Strict review #49: Older duplicate,fully equipped gym,strength,split,both,intermediate,4
workouts__mft-training__3d1b4dc3f7.html,MFT Training: Boost Strength and Build Muscle Faster,https://www.muscleandstrength.com/workouts/mft-training,"Strict review #15: Generic time-saver system, duplicate concept",fully equipped gym,muscle building,full body,both,intermediate,3
workouts__mission-aesthetics-10-week-fat-loss-workout__7e0a7a9013.html,Mission: Aesthetics - 10 Week Defined & Shredded Workout,https://www.muscleandstrength.com/workouts/mission-aesthetics-10-week-fat-loss-workout,Strict review #09: Generic shred duplicate,fully equipped gym,fat loss,split,both,intermediate,4
workouts__mix-methods-leg-workout__c2d98d4f04.html,Mix Of Methods Leg Workout By MusclePharm | Muscle & Strength,https://www.muscleandstrength.com/workouts/mix-methods-leg-workout,Strict review #21: Duplicate legs,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__modified-westside-barbell-strength-workout.html__14fb752852.html,EKnight's Modified Westside Barbell Strength Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/modified-westside-barbell-strength-workout.html,Strict review #49: Westside variant duplicate,fully equipped gym,strength,split,both,intermediate,4
workouts__muscle-mass-inflation__cc917c89e8.html,Muscle Mass Inflation: 8 Week Muscle Growth Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/muscle-mass-inflation,Strict review #33: Generic mass duplicate,fully equipped gym,muscle building,split,both,beginner,4
workouts__muscle-rebound-workout__d21c9f6e84.html,"The ""Muscle Rebound"" Workout: 4 Day Strength Split Program",https://www.muscleandstrength.com/workouts/muscle-rebound-workout,Strict review #36: Seasonal duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__new-year-body-workout-guide-eating-plan__d115f30ee2.html,"New Year, New Body: Quick Start Workout Guide & Eating Plan | Muscle & Strength",https://www.muscleandstrength.com/workouts/new-year-body-workout-guide-eating-plan,Strict review #71: New-year themed duplicate,home / small gym,muscle building,split,both,beginner,4
workouts__nick-wright-bodybuilding-workout-split__25b9a906d6.html,Nick Wright NWB Power Training Workout Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/nick-wright-bodybuilding-workout-split,Strict review #49: Influencer-branded duplicate,fully equipped gym,strength,split,both,intermediate,4
workouts__no-excuses-hardcore-bodyweight-dumbbell-training__5570e905e9.html,"3 ""No Excuses"" Hardcore Limited Equipment Workouts | Muscle & Strength",https://www.muscleandstrength.com/workouts/no-excuses-hardcore-bodyweight-dumbbell-training,"Strict review #72: Collection of 3 programs, not one",home / small gym,muscle building,split,both,beginner,5
workouts__no-juice-bodybuilding-workout-routine__31d0964b87.html,“No Juice” Advanced Bodybuilding Workout Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/no-juice-bodybuilding-workout-routine,Strict review #31: Generic anti-plateau duplicate,fully equipped gym,muscle building,split,both,advanced,6
workouts__off-season-bodybuilding-workout-to-build-muscle__a2b10756f8.html,Off-Season Bodybuilding Workout to Build Muscle,https://www.muscleandstrength.com/workouts/off-season-bodybuilding-workout-to-build-muscle,Strict review #30: Generic off-season duplicate,fully equipped gym,muscle building,split,both,advanced,5
workouts__old-school-gains__9cc41e5e23.html,Old School Gains: Build Muscle Like an Iron-Game Legend,https://www.muscleandstrength.com/workouts/old-school-gains,Strict review #38: Retro novelty,fully equipped gym,muscle building,split,both,intermediate,6
workouts__old-school-series-1970s-bodybuilding-routine__b7874feb24.html,Old School Series: 1970s Bodybuilding Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/old-school-series-1970s-bodybuilding-routine,Strict review #38: Retro novelty,fully equipped gym,muscle building,split,both,intermediate,6
workouts__ovw-workout__5be9d6f5a9.html,The Optimized Volume Workout (O.V.W) Program,https://www.muscleandstrength.com/workouts/ovw-workout,Strict review #33: Generic volume duplicate,fully equipped gym,muscle building,split,both,beginner,4
workouts__pause-reps__393797d951.html,Pause Rep Workout Program for Serious Strength Gains,https://www.muscleandstrength.com/workouts/pause-reps,Strict review #32: Pause-rep technique program — niche method,fully equipped gym,muscle building,split,both,beginner,3
workouts__perfect-workout-for-shoulders__c291c24556.html,The Perfect Workout for Rock Solid Shoulders,https://www.muscleandstrength.com/workouts/perfect-workout-for-shoulders,Strict review #21: Duplicate shoulders,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__phase-training-pt-2-size-building__f3bb1b072f.html,Phase Training Pt. 2: 5 Week Workout to Build Muscle Size,https://www.muscleandstrength.com/workouts/phase-training-pt-2-size-building,Strict review #33: Part 2 of a phase series — fragment,fully equipped gym,muscle building,split,both,beginner,4
workouts__phd-4-rj-perkins-power-hyper-deload-training.html__c73f8bb2fd.html,PHD 4 - RJ Perkin's Power Hyper Deload Training | Muscle & Strength,https://www.muscleandstrength.com/workouts/phd-4-rj-perkins-power-hyper-deload-training.html,Strict review #24: Full split training system — misfit for single-muscle-group slot,fully equipped gym,muscle building,single muscle group,both,intermediate,5
workouts__phil-health-high-frequency-leg-workout__9aa27aed7b.html,Mr. Olympia Phil Heath's High Frequency Leg Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/phil-health-high-frequency-leg-workout,Strict review #22: Celebrity/competition prep workout,fully equipped gym,muscle building,single muscle group,both,intermediate,2
workouts__power-8-workout-3-day-split__d5dfa08c82.html,Power 8 Muscle Building Workout – 3 Day Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-8-workout-3-day-split,Strict review #35: Method duplicate,fully equipped gym,muscle building,split,both,intermediate,3
workouts__power-muscle-burn-bicep-workout.html__86a0e5b549.html,Power Muscle Burn Bicep Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-muscle-burn-bicep-workout.html,Strict review #67: Biceps-only; arms covered,home / small gym,muscle building,single muscle group,both,intermediate,1
workouts__power-muscle-burn-leg-workout.html__7a2772fafe.html,Power Muscle Burn Leg Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-muscle-burn-leg-workout.html,"Strict review #22: Single leg day, legs covered by 2-day leg pick",fully equipped gym,muscle building,single muscle group,both,intermediate,2
workouts__power-muscle-burn-tricep-workout.html__9ee6fa39a6.html,Power Muscle Burn Tricep Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-muscle-burn-tricep-workout.html,Strict review #21: Triceps-only; arms covered,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__power-physique-8-week-program__c4ab697c60.html,8 Week Power Physique Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-physique-8-week-program,Strict review #48: Invented-lifts gimmick,fully equipped gym,strength,split,both,beginner,4
workouts__power-training-workout-for-increased-athletic-performance__75f8d16ba1.html,Power Training Workout for Increased Athletic Performance,https://www.muscleandstrength.com/workouts/power-training-workout-for-increased-athletic-performance,Strict review #57: Sports-performance niche,home / small gym,general fitness,full body,both,beginner,3
workouts__push-pull-legs-ppl-workout-for-tall-guys__cd9c9e7554.html,Push/Pull/Legs (PPL) Workout Routine for Tall Guys,https://www.muscleandstrength.com/workouts/push-pull-legs-ppl-workout-for-tall-guys,Strict review #38: Tall niche,fully equipped gym,muscle building,split,both,intermediate,6
workouts__pyramid-volume-training.html__710187821e.html,Pyramid Volume Training | Muscle & Strength,https://www.muscleandstrength.com/workouts/pyramid-volume-training.html,"Strict review #23: Vague plateau system, not muscle-group specific",fully equipped gym,muscle building,single muscle group,both,intermediate,4
workouts__quad-destroyer-squat-workout__f89cf11e39.html,Quad Destroyer: 10 Sets Of Squats Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/quad-destroyer-squat-workout,Strict review #21: Duplicate quads,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__real-results-pull-squat-press-fullbody-workout.html__436592e171.html,"Real Results Pull, Squat, Press Fullbody Workout | Muscle & Strength",https://www.muscleandstrength.com/workouts/real-results-pull-squat-press-fullbody-workout.html,Strict review #61: Duplicate barbell/DB full body,home / small gym,muscle building,full body,both,beginner,3
workouts__reg-park-beginner-workout.html__ff05acb387.html,Reg Park Beginner Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/reg-park-beginner-workout.html,Strict review #61: Historical-figure program (novelty category),home / small gym,muscle building,full body,both,beginner,3
workouts__return-to-ripped__258cfb8a7b.html,Return to Ripped: 6 Week Fat Loss Workout Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/return-to-ripped,Strict review #09: Generic shred duplicate,fully equipped gym,fat loss,split,both,intermediate,4
workouts__ripped-freak-training-program__f51001412f.html,The Ripped Freak Training Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/ripped-freak-training-program,Strict review #16: Supplement-brand tie-in program,fully equipped gym,muscle building,full body,both,intermediate,5
workouts__roger-lockridge-superset-back-workout__55a02677bf.html,Roger Lockridge's Intense 4 Week Superset Back Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/roger-lockridge-superset-back-workout,Strict review #21: Duplicate back,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__run-the-rack-chest-workout__ddf3b31de4.html,Run The Rack Chest Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/run-the-rack-chest-workout,Strict review #21: Duplicate chest,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__scrutiny-low-volume-high-intensity-workout-mass-strength.html__3f36894d09.html,Scrutiny's Low Volume High Intensity Workout For Mass And Strength | Muscle & Strength,https://www.muscleandstrength.com/workouts/scrutiny-low-volume-high-intensity-workout-mass-strength.html,Strict review #35: Forum-member duplicate,fully equipped gym,muscle building,split,both,intermediate,3
