canonical_name,slug,used_in_n_workout_slots,cal_per_hr_150lb,cal_15min_150lb,met_estimate,calorie_source,match_type,match_score,fitclick_name,fitclick_eqID,fitclick_url,fitclick_category,fitclick_muscle,exercise_url
Cable Crossovers,cable-crossovers,5,391,98,5.48,fitclick_match,exact,1.0,Cable Crossovers,12,https://www.fitclick.com/exercises_Cable_Crossovers?eqID=12,Chest,Pectorals,https://www.muscleandstrength.com/exercises/cable-crossovers.html
Lying Triceps Extension,back-of-the-head-lying-tricep-extension,5,340,85,4.76,fitclick_match,exact,1.0,Lying Triceps Extensions,55,https://www.fitclick.com/exercises_Lying_Triceps_Extensions?eqID=55,Triceps,Triceps,https://www.muscleandstrength.com/exercises/back-of-the-head-lying-tricep-extension.html
Zottman Curl,zottman-curl,5,323,81,4.52,fitclick_match,exact,1.0,Zottman Curl,341,https://www.fitclick.com/exercises_Zottman_Curl?eqID=341,Biceps,Forearm Flexors,https://www.muscleandstrength.com/exercises/zottman-curl.html
Pinwheel Curls - Power,hammer-curl-across-the-body,5,272,68,3.81,fitclick_match,exact,1.0,Cross Body Hammer Curls,5171,https://www.fitclick.com/exercises_Cross_Body_Hammer_Curls?eqID=5171,Biceps,Biceps,https://www.muscleandstrength.com/exercises/hammer-curl-across-the-body.html
One arm cable row (3-1-3 rep timing),one-arm-cable-row,5,374,94,5.24,fitclick_match,fuzzy,0.8,Standing Cable Rows: One-Arm,590,https://www.fitclick.com/exercises_Standing_Cable_Rows_One_Arm?eqID=590,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/one-arm-cable-row.html
Alternate Dumbbell Curl,alternate-seated-dumbbell-curl,5,323,81,4.52,fitclick_match,fuzzy,0.75,Standing Alternate Dumbbell Curls,98,https://www.fitclick.com/exercises_Standing_Alternate_Dumbbell_Curls?eqID=98,Biceps,Biceps,https://www.muscleandstrength.com/exercises/alternate-seated-dumbbell-curl.html
Seated French Press,overhead-barbell-extension,5,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/overhead-barbell-extension.html
A2. Weighted Dips,weighted-chest-dip,5,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/weighted-chest-dip.html
Cable Lateral Raise,two-arm-cable-lateral-raise,5,272,68,3.81,fitclick_match,fuzzy,1.0,Lateral Cable Raises,50,https://www.fitclick.com/exercises_Lateral_Cable_Raises?eqID=50,Shoulders,Medial Deltoids,https://www.muscleandstrength.com/exercises/two-arm-cable-lateral-raise.html
Dumbbell Sumo Squat,sumo-squat,5,442,110,6.19,fitclick_match,exact,1.0,Dumbbell Sumo Squat,3066,https://www.fitclick.com/exercises_Dumbbell_Sumo_Squat?eqID=3066,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/sumo-squat.html
Arm Work,,5,367,92,5.14,fitclick_match,fuzzy_low,0.67,ARM WORK OUT,8823,https://www.fitclick.com/exercises_ARM_WORK_OUT?eqID=8823,Cardio,Fitness Machines,
Hammer Curls,alternate-standing-hammer-curl,5,340,85,4.76,fitclick_match,fuzzy_low,0.67,Seated Hammer Curls,90,https://www.fitclick.com/exercises_Seated_Hammer_Curls?eqID=90,Biceps,Biceps,https://www.muscleandstrength.com/exercises/alternate-standing-hammer-curl.html
Decline Dumbbell Bench Press,decline-dumbbell-bench-press,5,408,102,5.71,fitclick_match,exact,1.0,Decline Dumbbell Bench Press,814,https://www.fitclick.com/exercises_Decline_Dumbbell_Bench_Press?eqID=814,Chest,Pectorals,https://www.muscleandstrength.com/exercises/decline-dumbbell-bench-press.html
One Arm Cable Curl,one-arm-cable-curl,5,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/one-arm-cable-curl.html
Standing Cable Reverse Fly,standing-cable-flys,5,374,94,5.24,fitclick_match,fuzzy_low,0.67,Reverse Fly,322,https://www.fitclick.com/exercises_Reverse_Fly?eqID=322,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/standing-cable-flys.html
Banded Good Morning,banded-good-mornings,5,442,110,6.19,fitclick_match,fuzzy_low,0.67,Good Mornings,39,https://www.fitclick.com/exercises_Good_Mornings?eqID=39,Lower Back,Spinal Erectors,https://www.muscleandstrength.com/exercises/banded-good-mornings
V-Ups,bench-jack-knife,5,364,91,5.1,fitclick_match,fuzzy_low,0.67,V Sit-Ups,140,https://www.fitclick.com/exercises_V_Sit_Ups?eqID=140,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/bench-jack-knife.html
Prisoner Squat,,5,408,102,5.71,fitclick_match,exact,1.0,Prisoner Squats,423,https://www.fitclick.com/exercises_Prisoner_Squats?eqID=423,Thighs,Thighs,
Reverse Grip Cable Tricep Extension,reverse-grip-tricep-extension,4,272,68,3.81,fitclick_match,fuzzy,0.8,Reverse-Grip Triceps Extension,349,https://www.fitclick.com/exercises_Reverse_Grip_Triceps_Extension?eqID=349,Triceps,Triceps,https://www.muscleandstrength.com/exercises/reverse-grip-tricep-extension.html
Donkey Calf Raise,donkey-calf-raise,4,238,60,3.33,fitclick_match,exact,1.0,Donkey Calf Raises,24,https://www.fitclick.com/exercises_Donkey_Calf_Raises?eqID=24,Calves,Gastrocnemius,https://www.muscleandstrength.com/exercises/donkey-calf-raise.html
Pallof Press,pallof-press,4,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/pallof-press
Rope Upright Rows,cable-upright-row,4,408,102,5.71,fitclick_match,exact,1.0,Cable Upright Rows,1901,https://www.fitclick.com/exercises_Cable_Upright_Rows?eqID=1901,Trapezius,Trapezius,https://www.muscleandstrength.com/exercises/cable-upright-row.html
Seated Barbell Press Behind Neck,seated-barbell-press-behind-neck,4,408,102,5.71,fitclick_match,exact,1.0,Seated Behind-The-Neck Press,85,https://www.fitclick.com/exercises_Seated_Behind_The_Neck_Press?eqID=85,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/seated-barbell-press-behind-neck.html
Dynamic warm-up complex,,4,408,102,5.71,strength_median_estimate,,,,,,,,
Perform the complex for one to three rounds,,4,408,102,5.71,strength_median_estimate,,,,,,,,
10. Standing Dumbbell Reverse Curl,standing-dumbbell-reverse-curl,4,357,89,5.0,fitclick_match,exact,1.0,Standing Dumbbell Reverse Curls,102,https://www.fitclick.com/exercises_Standing_Dumbbell_Reverse_Curls?eqID=102,Biceps,Brachialis,https://www.muscleandstrength.com/exercises/standing-dumbbell-reverse-curl.html
Vertical Leg Press,smith-machine-leg-press,4,408,102,5.71,fitclick_match,exact,1.0,Vertical Leg Press,2686,https://www.fitclick.com/exercises_Vertical_Leg_Press?eqID=2686,Thighs,Quadriceps,https://www.muscleandstrength.com/exercises/smith-machine-leg-press
Dead Bugs,dead-bug,4,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/dead-bug
Trap Bar Deadlift,trap-bar-deadlift,4,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/trap-bar-deadlift
Kettlebell Single-Arm Front Rack Alternating Lunges,kettlebell-reverse-lunge,4,486,122,6.81,fitclick_match,exact,1.0,Kettlebell Reverse Lunge,6541,https://www.fitclick.com/exercises_Kettlebell_Reverse_Lunge?eqID=6541,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/kettlebell-reverse-lunge
Kettlebell Single-Arm Swing,one-arm-kettlebell-swing,4,408,102,5.71,fitclick_match,fuzzy_low,0.6,Single-Arm Dumbbell Swing,2059,https://www.fitclick.com/exercises_Single_Arm_Dumbbell_Swing?eqID=2059,Thighs,,https://www.muscleandstrength.com/exercises/one-arm-kettlebell-swing
Reverse Hyperextension,reverse-hyperextension,4,238,60,3.33,fitclick_match,exact,1.0,Reverse Hyperextension,367,https://www.fitclick.com/exercises_Reverse_Hyperextension?eqID=367,Lower Back,Spinal Erectors,https://www.muscleandstrength.com/exercises/reverse-hyperextension
Arm Circles,arm-circles,4,68,17,0.95,fitclick_match,exact,1.0,Arm Circles,8927,https://www.fitclick.com/exercises_Arm_Circles?eqID=8927,Cardio,Home Activities,https://www.muscleandstrength.com/exercises/arm-circles
Single Leg RDL,single-leg-one-dumbbell-deadlift,4,442,110,6.19,fitclick_match,exact,1.0,Single-Leg Deadlift,376,https://www.fitclick.com/exercises_Single_Leg_Deadlift?eqID=376,Thighs,Thighs,https://www.muscleandstrength.com/exercises/single-leg-one-dumbbell-deadlift
Behind the Back Upright Row,,4,408,102,5.71,category_estimate,,,,,,Back,,
Do 20-30 minutes of Zone 2 cardio,,4,408,102,5.71,category_estimate,,,,,,Cardio,,
Wood Chop (Reps are per side),wood-chop,4,408,102,5.71,fitclick_match,fuzzy_low,0.67,Horizontal Wood Chop,776,https://www.fitclick.com/exercises_Horizontal_Wood_Chop?eqID=776,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/wood-chop.html
Jumping Jacks,,4,238,60,3.33,fitclick_match,exact,1.0,Jumping Jacks,309,https://www.fitclick.com/exercises_Jumping_Jacks?eqID=309,Cardio,Drills/Plyometrics,
Barbell Walking Lunge,walking-barbell-lunge,4,510,128,7.14,fitclick_match,fuzzy_low,0.67,Barbell Lunges,5,https://www.fitclick.com/exercises_Barbell_Lunges?eqID=5,Thighs,Thighs,https://www.muscleandstrength.com/exercises/walking-barbell-lunge.html
Standing Glute Kickback,standing-glute-kickback,4,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/standing-glute-kickback.html
- You choose the row exercise: 15-20 reps,,4,408,102,5.71,category_estimate,,,,,,Back,,
Trap Bar or Barbell Rack Pull,trap-bar-rack-pull,4,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/trap-bar-rack-pull
"Incline Skull Crushers (Aim for 12-15 reps for the first set, as many as you can get for the second set.)",incline-skullcrusher,4,289,72,4.05,fitclick_match,exact,1.0,Incline Lying Triceps Extension,884,https://www.fitclick.com/exercises_Incline_Lying_Triceps_Extension?eqID=884,Triceps,Triceps,https://www.muscleandstrength.com/exercises/incline-skullcrusher.html
Rope Hammer Curls,barbell-hammer-curl,4,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/barbell-hammer-curl.html
2b. Reverse Hack Squat,reverse-hack-squat,4,476,119,6.67,fitclick_match,fuzzy_low,0.67,Hack Squats,40,https://www.fitclick.com/exercises_Hack_Squats?eqID=40,Thighs,Outer Quadriceps,https://www.muscleandstrength.com/exercises/reverse-hack-squat.html
Drop 15%,,4,408,102,5.71,strength_median_estimate,,,,,,,,
Superset: Plyo push-up and inverted row,plyometric-push-up,4,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/plyometric-push-up
Double Unders,,4,408,102,5.71,strength_median_estimate,,,,,,,,
Core Work,,4,408,102,5.71,strength_median_estimate,,,,,,,,
Rest day or active rest – any recreational activity of your choice.,,4,408,102,5.71,strength_median_estimate,,,,,,,,
Split Squat Jump,split-squat-jump,3,527,132,7.38,fitclick_match,exact,1.0,Split Jumps,3452,https://www.fitclick.com/exercises_Split_Jumps?eqID=3452,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/split-squat-jump
4. Hack Squat,barbell-hack-squat,3,476,119,6.67,fitclick_match,exact,1.0,Hack Squats,40,https://www.fitclick.com/exercises_Hack_Squats?eqID=40,Thighs,Outer Quadriceps,https://www.muscleandstrength.com/exercises/barbell-hack-squat.html
Landmine Romanian Deadlift,landmine-romanian-deadlift,3,510,128,7.14,fitclick_match,fuzzy_low,0.67,Romanian Deadlift,326,https://www.fitclick.com/exercises_Romanian_Deadlift?eqID=326,Thighs,Biceps Femoris (Hamstrings),https://www.muscleandstrength.com/exercises/landmine-romanian-deadlift
Standing Calf Raises,smith-machine-calf-raise,3,204,51,2.86,fitclick_match,exact,1.0,Standing Calf Raises,101,https://www.fitclick.com/exercises_Standing_Calf_Raises?eqID=101,Calves,Gastrocnemius,https://www.muscleandstrength.com/exercises/smith-machine-calf-raise.html
Flat Dumbbell Fly,alternate-dumbbell-flys,3,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/alternate-dumbbell-flys.html
Horizontal Leg Raise (floor),horizontal-leg-raise,3,350,88,4.9,fitclick_match,fuzzy_low,0.67,Leg Raises,53,https://www.fitclick.com/exercises_Leg_Raises?eqID=53,Abdominals,Lower Rectus Abdominis,https://www.muscleandstrength.com/exercises/horizontal-leg-raise.html
Floor Reach,floor-reach,3,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/floor-reach.html
Kettlebell Romanian Deadlift,kettlebell-romanian-deadlift,3,510,128,7.14,fitclick_match,fuzzy_low,0.67,Romanian Deadlift,326,https://www.fitclick.com/exercises_Romanian_Deadlift?eqID=326,Thighs,Biceps Femoris (Hamstrings),https://www.muscleandstrength.com/exercises/kettlebell-romanian-deadlift
Floor Dumbbell Fly,one-arm-dumbbell-fly,3,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/one-arm-dumbbell-fly
Cable Preacher Curl - Burn,preacher-cable-curl,3,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/preacher-cable-curl.html
Seated Dumbbell Curl,one-arm-seated-dumbbell-curl,3,272,68,3.81,fitclick_match,fuzzy,0.75,Seated Incline Dumbbell Curls,5174,https://www.fitclick.com/exercises_Seated_Incline_Dumbbell_Curls?eqID=5174,Biceps,Biceps,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-curl.html
Seated Hammer Curl,seated-hammer-curl,3,340,85,4.76,fitclick_match,exact,1.0,Seated Hammer Curls,90,https://www.fitclick.com/exercises_Seated_Hammer_Curls?eqID=90,Biceps,Biceps,https://www.muscleandstrength.com/exercises/seated-hammer-curl.html
2. Banded Nordic Hamstring Curl,band-assisted-nordic-hamstring-curl,3,2,0,0.03,fitclick_match,fuzzy_low,0.67,Hamstring Curl,2992,https://www.fitclick.com/exercises_Hamstring_Curl?eqID=2992,Cardio,Rehabilitation Exercises,https://www.muscleandstrength.com/exercises/band-assisted-nordic-hamstring-curl
Machine Tricep Pressdown,machine-tricep-extension,3,306,76,4.29,fitclick_match,exact,1.0,Machine Triceps Extensions,67,https://www.fitclick.com/exercises_Machine_Triceps_Extensions?eqID=67,Triceps,Triceps,https://www.muscleandstrength.com/exercises/machine-tricep-extension
Wide Leg Press,wide-stance-45-degree-leg-press,3,408,102,5.71,fitclick_match,fuzzy_low,0.67,Angled Leg Press,3,https://www.fitclick.com/exercises_Angled_Leg_Press?eqID=3,Thighs,Thighs,https://www.muscleandstrength.com/exercises/wide-stance-45-degree-leg-press.html
Wide Grip Bicep Curl,wide-grip-standing-barbell-curl,3,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/wide-grip-standing-barbell-curl.html
Smith Machine Lunge,smith-machine-lunge,3,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/smith-machine-lunge.html
Single Leg Extensions,single-leg-extension,3,333,83,4.66,fitclick_match,fuzzy,0.75,Single-Leg Hip Extension,427,https://www.fitclick.com/exercises_Single_Leg_Hip_Extension?eqID=427,Abdominals,Lower Rectus Abdominis,https://www.muscleandstrength.com/exercises/single-leg-extension.html
B2. Dumbbell Kickback,bent-over-dumbbell-kickback,3,306,76,4.29,category_estimate,,,,,,Triceps,,https://www.muscleandstrength.com/exercises/bent-over-dumbbell-kickback.html
Incline 2 Arm Overhead Dumbbell Extension,incline-two-arm-dumbbell-extension,3,408,102,5.71,fitclick_match,fuzzy_low,0.6,Dumbbell Lying Triceps Extensions,1159,https://www.fitclick.com/exercises_Dumbbell_Lying_Triceps_Extensions?eqID=1159,Triceps,Triceps,https://www.muscleandstrength.com/exercises/incline-two-arm-dumbbell-extension.html
1. Walk Outs (from knees),,3,408,102,5.71,fitclick_match,fuzzy_low,0.67,Walk Out Pushups,5248,https://www.fitclick.com/exercises_Walk_Out_Pushups?eqID=5248,Chest,Pectorals,
2. Plate Arches,,3,408,102,5.71,strength_median_estimate,,,,,,,,
Dumbbell Split Squat,dumbbell-split-squat,3,476,119,6.67,fitclick_match,exact,1.0,Dumbbell Split Squats,204,https://www.fitclick.com/exercises_Dumbbell_Split_Squats?eqID=204,Thighs,Thighs,https://www.muscleandstrength.com/exercises/dumbbell-split-squat
Dumbbell Hip Thrust,,3,9,2,0.13,fitclick_match,fuzzy_low,0.67,hip thrust,3095,https://www.fitclick.com/exercises_hip_thrust?eqID=3095,Cardio,Other/Miscellaneous,
Dumbbell Jump Squat,dumbbell-jumping-squat,3,510,128,7.14,fitclick_match,exact,1.0,Dumbbell Jump Squat,360,https://www.fitclick.com/exercises_Dumbbell_Jump_Squat?eqID=360,Thighs,Thighs,https://www.muscleandstrength.com/exercises/dumbbell-jumping-squat.html
EZ Bar Overhead Extension,standing-overhead-ez-bar-tricep-extension,3,1,0,0.01,fitclick_match,fuzzy_low,0.67,seated overhead cable Ez-bar extension,1662,https://www.fitclick.com/exercises_seated_overhead_cable_Ez_bar_extension?eqID=1662,Cardio,Fitness Machines,https://www.muscleandstrength.com/exercises/standing-overhead-ez-bar-tricep-extension
Wide Stance Smith Machine Squats,wide-smith-machine-squat,3,459,115,6.43,fitclick_match,exact,1.0,Smith Machine Sumo Squat,3769,https://www.fitclick.com/exercises_Smith_Machine_Sumo_Squat?eqID=3769,Thighs,Quadriceps,https://www.muscleandstrength.com/exercises/wide-smith-machine-squat.html
Behind the Neck Lat Pulldown,behind-neck-lat-pull-down,3,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/behind-neck-lat-pull-down.html
Seated Shrugs,seated-dumbbell-shrug,3,374,94,5.24,fitclick_match,exact,1.0,Seated Dumbbell Shrugs,6096,https://www.fitclick.com/exercises_Seated_Dumbbell_Shrugs?eqID=6096,Shoulders,Trapezius,https://www.muscleandstrength.com/exercises/seated-dumbbell-shrug.html
Decline Board Crunches,,3,408,102,5.71,strength_median_estimate,,,,,,,,
Band Lateral Raise,banded-lateral-raise,3,272,68,3.81,fitclick_match,fuzzy,0.75,Lateral Raises with Band,7199,https://www.fitclick.com/exercises_Lateral_Raises_with_Band?eqID=7199,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/banded-lateral-raise
Barbell Pullover,barbell-pullover,3,408,102,5.71,fitclick_match,exact,1.0,Barbell Pullover,2082,https://www.fitclick.com/exercises_Barbell_Pullover?eqID=2082,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/barbell-pullover.html
Superset: Hip Thrust and Sissy Squat (Rest 60-75 seconds between moves and 75-90 seconds between rounds),hip-thrusts,3,9,2,0.13,fitclick_match,exact,1.0,hip thrust,3095,https://www.fitclick.com/exercises_hip_thrust?eqID=3095,Cardio,Other/Miscellaneous,https://www.muscleandstrength.com/exercises/hip-thrusts.html
2. Inverted Row,high-inverted-row,3,374,94,5.24,fitclick_match,exact,1.0,Inverted Row,419,https://www.fitclick.com/exercises_Inverted_Row?eqID=419,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/high-inverted-row.html
1. Barbell Hang Clean,,3,510,128,7.14,fitclick_match,exact,1.0,Barbell Hang Clean,641,https://www.fitclick.com/exercises_Barbell_Hang_Clean?eqID=641,Back,Spinal Erectors,
3b. Battle Rope,alternating-large-waves-battling-ropes,3,913,228,12.79,fitclick_match,exact,1.0,Battle ropes,8747,https://www.fitclick.com/exercises_Battle_ropes?eqID=8747,Cardio,Other/Miscellaneous,https://www.muscleandstrength.com/exercises/alternating-large-waves-battling-ropes
Ball Knee Tucks or Pikes on Exercise Ball,seated-leg-tucks,3,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/seated-leg-tucks.html
Vertical Jumps,seated-vertical-jump,3,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/seated-vertical-jump
"20 minutes of steady-state cardio of choice (jogging, bike, elliptical, etc.)",,3,408,102,5.71,category_estimate,,,,,,Cardio,,
"30 minutes of steady-state cardio of choice (jogging, bike, elliptical, etc.)",,3,408,102,5.71,category_estimate,,,,,,Cardio,,
"23 minute interval session: sprints, bike or other favorite mode:

  						2 Minute Warm-Up
  						12 intervals of 30 seconds of high intensity and 1 minutes of low intensity
  						3 minute cool-down",,3,408,102,5.71,category_estimate,,,,,,Cardio,,
Machine Crunch,,3,323,81,4.52,fitclick_match,fuzzy,0.87,Machine Crunches,57,https://www.fitclick.com/exercises_Machine_Crunches?eqID=57,Abdominals,Rectus Abdominis,
Weighted Burpees,,3,408,102,5.71,category_estimate,,,,,,Cardio,,
5 Burpees,,3,408,102,5.71,category_estimate,,,,,,Cardio,,
Exercise of your choice,,3,408,102,5.71,strength_median_estimate,,,,,,,,
A2: Weighted Side Lunges (both sides),dumbbell-side-lunge,3,408,102,5.71,fitclick_match,exact,1.0,lateral Lunge,1817,https://www.fitclick.com/exercises_lateral_Lunge?eqID=1817,Cardio,Other/Miscellaneous,https://www.muscleandstrength.com/exercises/dumbbell-side-lunge.html
Minutes,,3,408,102,5.71,strength_median_estimate,,,,,,,,
Dumbbell Punches,,3,306,76,4.29,fitclick_match,fuzzy,0.87,Dumbbell Crunches,1840,https://www.fitclick.com/exercises_Dumbbell_Crunches?eqID=1840,Abdominals,Rectus Abdominis,
Smith Machine Row,smith-machine-bent-over-row,2,327,82,4.58,fitclick_match,fuzzy_low,0.67,row machine,1481,https://www.fitclick.com/exercises_row_machine?eqID=1481,Cardio,Fitness Machines,https://www.muscleandstrength.com/exercises/smith-machine-bent-over-row.html
Twisting Hanging Knee Raise,twisting-hanging-knee-raise,2,459,115,6.43,fitclick_match,fuzzy,0.83,Hanging Knee Raise with Twist,3206,https://www.fitclick.com/exercises_Hanging_Knee_Raise_with_Twist?eqID=3206,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/twisting-hanging-knee-raise.html
Weight Plate Front Raise,weight-plate-front-raise,2,306,76,4.29,fitclick_match,fuzzy,0.75,Front Raise with Plate,4944,https://www.fitclick.com/exercises_Front_Raise_with_Plate?eqID=4944,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/weight-plate-front-raise.html
Bodyweight Lateral Lunges,bodyweight-side-lunge,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,lateral Lunge,1817,https://www.fitclick.com/exercises_lateral_Lunge?eqID=1817,Cardio,Other/Miscellaneous,https://www.muscleandstrength.com/exercises/bodyweight-side-lunge.html
Stomach Vacuum,standing-stomach-vacuum,2,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/standing-stomach-vacuum
Seated Ball Dumbbell Shoulder Press,swiss-ball-dumbbell-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Dumbbell Chest Press on Swiss Ball,564,https://www.fitclick.com/exercises_Dumbbell_Chest_Press_on_Swiss_Ball?eqID=564,Chest,Pectorals,https://www.muscleandstrength.com/exercises/swiss-ball-dumbbell-press.html
Behind-the-back Shrug,behind-the-back-barbell-shrug,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/behind-the-back-barbell-shrug.html
Bench Cable Flys/Pushups superset,flat-bench-cable-flys,2,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/flat-bench-cable-flys.html
Decline abdominal reach (weighted),decline-abdominal-reach,2,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/decline-abdominal-reach.html
Single Leg Dumbbell Deadlift,,2,408,102,5.71,fitclick_match,fuzzy,0.8,Single-Leg Dumbbell Romanian Deadlift,802,https://www.fitclick.com/exercises_Single_Leg_Dumbbell_Romanian_Deadlift?eqID=802,Back,Spinal Erectors,
Resistance Band Lat Pull Down,,2,408,102,5.71,category_estimate,,,,,,Back,,
Resistance Band Deadlift,,2,408,102,5.71,category_estimate,,,,,,Thighs,,
Resistance Band Row,,2,408,102,5.71,fitclick_match,fuzzy,0.75,Resistance band Lateral rows,956,https://www.fitclick.com/exercises_Resistance_band_Lateral_rows?eqID=956,Cardio,Rehabilitation Exercises,
Bodyweight Single Leg Deadlift,bodyweight-single-leg-deadlift,2,442,110,6.19,fitclick_match,fuzzy,0.75,Single-Leg Deadlift,376,https://www.fitclick.com/exercises_Single_Leg_Deadlift?eqID=376,Thighs,Thighs,https://www.muscleandstrength.com/exercises/bodyweight-single-leg-deadlift
Turkish Get Up,turkish-get-up,2,510,128,7.14,fitclick_match,fuzzy,0.75,Kettlebell Turkish Get Up,629,https://www.fitclick.com/exercises_Kettlebell_Turkish_Get_Up?eqID=629,Back,Spinal Erectors,https://www.muscleandstrength.com/exercises/turkish-get-up
Kettlebell Snatch,1-kb-kettlebell-snatch,2,408,102,5.71,fitclick_match,exact,1.0,Kettlebell Snatch,4482,https://www.fitclick.com/exercises_Kettlebell_Snatch?eqID=4482,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/1-kb-kettlebell-snatch
One Arm Kettlebell Floor Press,one-arm-kettlebell-floor-press,2,408,102,5.71,fitclick_match,fuzzy,1.0,Dumbbell Floor Press,358,https://www.fitclick.com/exercises_Dumbbell_Floor_Press?eqID=358,Chest,Pectorals,https://www.muscleandstrength.com/exercises/one-arm-kettlebell-floor-press
Kettlebell Sumo Deadlift,one-kettlebell-sumo-deadlift,2,408,102,5.71,fitclick_match,fuzzy,0.87,Kettlebell Deadlifts,4477,https://www.fitclick.com/exercises_Kettlebell_Deadlifts?eqID=4477,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/one-kettlebell-sumo-deadlift
Weighted Twisting Sit Up,decline-dumbbell-situp,2,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/decline-dumbbell-situp.html
Standing Kettlebell Twist,standing-barbell-twist,2,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/standing-barbell-twist.html
Neutral Grip Overhead Press,seated-palms-in-dumbbell-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Dumbbell Incline Press with Neutral Grip,5166,https://www.fitclick.com/exercises_Dumbbell_Incline_Press_with_Neutral_Grip?eqID=5166,Chest,Pectorals,https://www.muscleandstrength.com/exercises/seated-palms-in-dumbbell-press.html
Smith Machine Shrug,smith-machine-shrug,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/smith-machine-shrug.html
Barbell clean and press,clean-press,2,408,102,5.71,fitclick_match,exact,1.0,Barbell Clean and Press,2623,https://www.fitclick.com/exercises_Barbell_Clean_and_Press?eqID=2623,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/clean-press.html
30-50 yard sprint or sled push,,2,408,102,5.71,category_estimate,,,,,,Cardio,,
2 minute jog,,2,476,119,6.67,fitclick_match,fuzzy,0.87,45 minute Jog,3924,https://www.fitclick.com/exercises_45_minute_Jog?eqID=3924,Cardio,Running,
Floor Press,floor-bench-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Dumbbell Floor Press,358,https://www.fitclick.com/exercises_Dumbbell_Floor_Press?eqID=358,Chest,Pectorals,https://www.muscleandstrength.com/exercises/floor-bench-press.html
Meadows Row,meadows-row,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/meadows-row
Smith Machine Front Squat,smith-machine-front-squat,2,408,102,5.71,fitclick_match,exact,1.0,Smith Machine Front Squats,95,https://www.fitclick.com/exercises_Smith_Machine_Front_Squats?eqID=95,Thighs,Quadriceps,https://www.muscleandstrength.com/exercises/smith-machine-front-squat.html
